fileName,numberOfThreads,resultsAreCorrect,numberOfUsers,numberOfItems,numberOfFeatures,numberOfNonZeroElements,numberOfIterations,readInput,initialLR,loop,finalFiltering,total
../instances/inst1000-1000-100-2-30.in,1,0,1000,1000,100,15642,1000,0,0,4.8236,0,4.8236
../instances/inst500-500-20-2-100.in,1,0,500,500,20,25328,10000,0,0,9.1376,0,9.1376
../instances/inst200-10000-50-100-300.in,1,0,200,10000,50,39819,1000,0,0,7.1049,0,7.1049
